StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q_RecaptchaScore,consent,prolific_id,Q41_First Click,Q41_Last Click,Q41_Page Submit,Q41_Click Count,Q14,Q14_DO,Q15,desktop,desktop_DO,Q48_First Click,Q48_Last Click,Q48_Page Submit,Q48_Click Count,beatles,beatles_DO,se.beatles,se.beatles_DO,Q49_First Click,Q49_Last Click,Q49_Page Submit,Q49_Click Count,alcapone,se.alcapone,se.alcapone_DO,Q50_First Click,Q50_Last Click,Q50_Page Submit,Q50_Click Count,vangogh,vangogh_DO,se.vangogh,se.vangogh_DO,natalia,natalia_DO,Q58,Q58_DO,spain,spain_DO,Q60,Q60_DO,Q60_1,Q60_2,Q60_3,Q60_5,Q60_DO,Q58,Q58_DO,Q32,Q33,Q34,Q34_DO,Q35,Q35_DO,Q36,Q36_DO,Q37,Q38,FL_90_DO,FL_12_DO,Google_default_DO
2023-07-13 19:30:40,2023-07-13 19:35:31,0,68.55.156.27,100,290,1,2023-07-13 19:35:31,R_2EBuoxtlbSabIYL,,,,,42.1955,-83.4894,anonymous,EN,1,1,60a48adfe091e410f4eaba34,,,,,5,5|4|3|2|1,7,2,1|2,7.94,14.859,15.65,3,4,2|7|5|3|1|4|6,1,4|1|3|2|5,1.463,17.102,17.701,6,2,1,4|5|3|2|1,6.557,20.606,21.234,4,23,17|19|22|18|21|23|20,1,5|2|1|4|3,3,3|5|2|1|4,1,1|5|3|4|2,3,3|5|1|4|2,1,1|4|3|2|5,4.7,4.3,4.03,3.9,5|1|3|2,1,4|6|2|3|5|1,1993,3,3,5|4|1|2|3,1,4|1|3|2,1,5|6|1|3|4|2|7,5,no,No_video,Google_default,google_default
2023-07-13 19:28:40,2023-07-13 19:35:34,0,24.22.171.210,100,413,1,2023-07-13 19:35:34,R_1n195IBev16cSmF,,,,,48.0132,-122.0679,anonymous,EN,1,1,5caf93416ef0d1001c761380,,,,,5,5|3|2|1|4,7,2,1|2,21.052,24.631,34.469,2,4,2|4|7|5|1|6|3,2,2|1|5|4|3,5.826,23.39,24.932,5,2,2,1|3|5|4|2,2.644,19.008,19.467,5,23,20|21|22|18|19|23|17,1,4|1|3|2|5,3,1|5|2|4|3,1,2|5|4|3|1,3,2|1|3|4|5,1,5|3|1|2|4,3.6,2.87,3.53,2.4,1|5|3|2,"1,3",6|4|1|2|3|5,2002,3,4,1|2|3|4|5,3,2|3|4|1,1,1|4|3|5|2|6|7,5,,Video,Bing_default,
2023-07-13 19:25:53,2023-07-13 19:35:41,0,50.229.86.138,100,588,1,2023-07-13 19:35:42,R_2v6Ow03z23qPtb6,,,,,41.8482,-87.6521,anonymous,EN,0.8999999761581421,1,60fcf66456e7c6595c4e2f6b,,,,,5,2|1|5|3|4,7,2,2|1,26.286,64.362,65.615,3,4,2|6|7|3|4|1|5,1,5|4|2|1|3,67.133,68.764,69.77,2,2,1,1|3|5|4|2,4.661,23.945,27.281,3,23,21|23|20|19|18|17|22,1,3|5|1|2|4,3,3|2|4|1|5,1,2|4|5|3|1,3,4|1|2|3|5,1,1|4|3|5|2,4.8,3.27,2.8,3.47,2|5|3|1,1,1|2|5|6|4|3,2000,4,1,3|4|2|1|5,2,4|3|1|2,1,5|1|6|4|7|3|2,4,I don' usually use anything but google so I'm not sure if I would have stuck with the chosen search engine if it was anything else.,Video,Google_default,google_default
2023-07-13 19:32:23,2023-07-13 19:35:46,0,73.100.173.21,100,203,1,2023-07-13 19:35:47,R_1dyKkn25eFO5WRt,,,,,41.3148,-72.6994,anonymous,EN,0.8999999761581421,1,5f406d28899a9b1a9ddd609a,,,,,5,3|1|4|2|5,7,2,2|1,2.121,20.635,21.498,4,4,3|6|1|7|4|2|5,1,2|4|5|3|1,5.821,23.529,24.462,4,2,1,2|5|1|4|3,3.247,26.498,27.248,4,23,17|23|19|22|18|21|20,1,3|1|4|2|5,3,1|3|2|5|4,1,4|3|2|1|5,3,3|5|4|2|1,1,2|3|1|5|4,4.6,2.7,0.83,2.53,2|3|1|5,"1,3,5",3|5|1|4|2|6,1979,4,3,3|4|1|5|2,2,1|3|4|2,4,5|6|1|2|4|3|7,5,,No_video,Google_default,google_default
2023-07-13 19:29:13,2023-07-13 19:36:00,0,71.92.162.208,100,407,1,2023-07-13 19:36:01,R_1g5XEcPUygGroCp,,,,,39.5249,-119.8131,anonymous,EN,1,1,6286e40c379938abc16e254b,,,,,5,4|5|3|1|2,7,2,2|1,74.854,76.042,80.045,2,4,7|2|5|6|4|3|1,2,5|2|1|4|3,32.282,36.37,36.814,3,1,2,3|5|2|4|1,11.288,33.376,36.446,3,17,17|20|18|19|23|21|22,2,2|1|5|4|3,3,2|5|1|4|3,2,5|1|2|4|3,3,3|4|2|1|5,,3|5|2|1|4,0.82,5,5,0.75,1|2|5|3,"1,2,3",4|2|6|5|1|3,1991,4,5,2|5|1|4|3,1,1|2|3|4,1,6|3|2|7|4|5|1,5,"I was assigned to use Bing, but that is my normal search engine anyway.",Video,Bing_default,
2023-07-13 19:33:37,2023-07-13 19:36:09,0,98.188.99.47,100,152,1,2023-07-13 19:36:10,R_3hsARFgMjZzgwDq,,,,,36.122,-95.9183,anonymous,EN,1,1,638e84c70418d8a2c0aa372e,,,,,5,2|5|1|3|4,7,1,2|1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Video,Bing_default,
2023-07-13 19:28:41,2023-07-13 19:36:14,0,107.77.233.54,100,453,1,2023-07-13 19:36:14,R_2tbBcfS2T2CEob1,,,,,37.751,-97.822,anonymous,EN,1,1,63e54fcea0c5230798a8303b,,,,,5,4|2|3|5|1,7,2,1|2,3.838,27.99,31.276,5,4,7|3|5|2|1|6|4,2,5|2|4|3|1,3.934,57.869,60.067,5,2,1,3|2|5|1|4,3.505,44.298,45.965,5,23,21|20|23|22|17|18|19,1,1|2|4|5|3,3,5|1|4|3|2,1,2|1|4|3|5,3,4|1|3|2|5,1,4|3|1|2|5,4.7,2.47,2.57,2.5,1|5|3|2,"1,3",3|1|2|6|4|5,1970,3,5,1|4|5|3|2,2,4|1|2|3,1,7|6|2|4|3|5|1,5,no,No_video,Bing_default,
2023-07-13 19:22:20,2023-07-13 19:36:43,0,76.174.96.20,100,863,1,2023-07-13 19:36:43,R_2B8P73r7mUdhsqP,,,,,33.919,-117.2359,anonymous,EN,1,1,6273173c798a3e4be8c46e30,,,,,5,4|1|3|2|5,7,2,1|2,10.955,29.832,32.107,4,4,5|3|7|6|2|4|1,1,3|2|1|5|4,16.505,36.086,37.095,5,2,1,5|2|1|4|3,10.64,55.76,58.436,5,23,19|20|23|22|21|18|17,1,3|4|5|2|1,3,3|2|1|5|4,1,5|4|1|3|2,3,2|4|5|3|1,1,1|2|4|3|5,4.1,0,0,0,1|5|3|2,1,4|2|6|1|5|3,1976,2,5,4|2|5|1|3,1,3|1|4|2,3,4|7|6|3|2|1|5,5,none,Video,Google_default,google_default
2023-07-13 19:30:44,2023-07-13 19:37:00,0,99.155.238.241,100,375,1,2023-07-13 19:37:00,R_2fd6hUJNyIo0iXx,,,,,25.8696,-80.3073,anonymous,EN,1,1,64985ebefc1327a91c6c6046,,,,,5,2|1|4|3|5,7,2,2|1,5.965,21.808,26.402,4,4,7|5|2|6|4|1|3,1,3|4|2|5|1,6.738,31.07,32.403,3,2,1,4|5|3|1|2,2.139,53.537,54.854,3,17,21|17|19|20|22|23|18,1,5|4|3|1|2,3,2|1|3|4|5,1,3|2|1|5|4,3,5|2|4|3|1,1,3|2|5|1|4,4.9,2.87,2.93,2,5|1|3|2,"1,5",2|5|6|1|4|3,2004,3,2,5|3|1|2|4,2,4|1|2|3,7,3|4|6|5|7|1|2,4,,Video,Google_default,google_default
2023-07-13 19:24:55,2023-07-13 19:37:01,0,65.131.24.254,100,726,1,2023-07-13 19:37:01,R_2AE8xV187OSWGeI,,,,,41.6072,-109.228,anonymous,EN,1,1,62ffe399d769a8e595609133,,,,,5,2|4|5|3|1,7,2,1|2,24.787,28.141,29.705,2,4,4|1|3|6|5|7|2,1,5|1|3|4|2,3.386,132.305,135.441,3,1,1,4|3|1|2|5,43.112,46.433,48.913,2,17,23|22|18|21|19|17|20,4,5|2|3|4|1,3,3|1|4|2|5,"4,5",1|2|3|5|4,3,5|2|1|4|3,4,1|5|2|3|4,3.7,3.8,3.73,3.83,2|5|3|1,"1,2,3",3|6|1|4|2|5,1956,4,3,2|1|3|5|4,1,2|3|4|1,1,5|3|4|2|6|1|7,5,"I've used a number of search engines over the decades, from Alta Vista onwards.  If I'd been instructed to stay with Google, I'd have stayed with Google - but DuckDuckGo seems to work a bit better for me.  Good luck with your degree!",Video,Google_default,google_default
2023-07-13 19:25:57,2023-07-13 19:37:08,0,75.225.198.23,100,670,1,2023-07-13 19:37:08,R_3PsLkUqruenRcTN,,,,,36.1988,-86.7881,anonymous,EN,1,1,5e2f5b28129198070e2996db,,,,,5,4|5|1|2|3,7,2,2|1,11.904,35.369,48.816,3,4,5|7|4|3|1|2|6,2,2|1|4|3|5,7.624,72.277,74.94,3,2,2,4|5|1|2|3,4.947,63.563,65.213,3,17,22|17|23|19|21|20|18,2,4|1|2|5|3,3,3|5|2|4|1,2,4|5|3|2|1,3,4|1|3|2|5,2,3|1|5|2|4,4.74,4.84,2.41,4.81,3|2|1|5,"1,3",2|3|4|1|5|6,1944,4,3,2|3|4|5|1,2,2|1|3|4,1,6|5|3|2|7|4|1,5,"I use google on my phone because it's the default, and Bing is the default on my computer.",No_video,Bing_default,
2023-07-13 19:31:29,2023-07-13 19:37:17,0,73.67.111.37,100,347,1,2023-07-13 19:37:17,R_2CTiKHgDdsh0WJh,,,,,28.8064,-81.8869,anonymous,EN,1,1,63835373664722d949bab661,,,,,5,2|5|1|4|3,7,2,1|2,12.31,31.962,33.153,2,4,1|2|3|4|5|7|6,2,5|4|3|2|1,3.633,34.751,35.822,2,2,2,3|1|5|2|4,7.201,64.862,65.969,4,17,18|22|20|19|21|23|17,2,3|1|5|4|2,3,1|3|5|2|4,2,1|2|5|3|4,3,1|2|5|3|4,2,2|1|3|4|5,4.67,4.53,2.57,3.43,1|5|3|2,"1,3,5,6",5|4|1|2|6|3,1965,3,2,1|2|5|3|4,2,2|1|3|4,7,6|5|7|3|4|1|2,5,,Video,Bing_default,
2023-07-13 19:31:12,2023-07-13 19:37:17,0,98.208.95.176,100,365,1,2023-07-13 19:37:18,R_1inGiqsgEJag88H,,,,,38.768,-121.3349,anonymous,EN,1,1,645006712200bcaf1e78b487,,,,,5,4|5|1|3|2,7,2,2|1,21.82,25.039,27.324,3,4,3|2|6|5|4|7|1,2,5|2|1|3|4,44.676,48.515,50.388,4,2,1,3|1|5|4|2,6.179,29.84,30.525,4,23,17|23|19|20|21|18|22,1,1|5|4|3|2,3,5|4|3|1|2,1,5|3|4|2|1,3,2|1|3|5|4,1,1|3|2|4|5,5,3,2.5,3.5,5|1|3|2,"1,3,5",4|3|5|6|1|2,1971,4,4,5|1|4|2|3,2,3|4|1|2,1,7|3|5|6|4|2|1,5,Generally I use Google. Simply because I am familiar with it and the format.,No_video,Bing_default,
2023-07-13 19:33:48,2023-07-13 19:37:25,0,72.183.254.50,100,217,1,2023-07-13 19:37:25,R_1CKs0rBsAHT8e4u,,,,,31.7596,-106.4884,anonymous,EN,1,1,608981c1be83df6a5452398e,,,,,5,5|2|4|3|1,7,2,2|1,3.197,10.108,11.126,3,4,7|3|1|2|6|5|4,1,3|4|2|5|1,3.6,11.625,12.557,3,2,1,2|4|3|1|5,6.079,30.787,31.649,3,23,18|21|23|19|17|20|22,1,4|5|1|2|3,3,4|2|3|1|5,1,4|1|2|5|3,3,2|1|5|3|4,1,5|1|3|2|4,4.64,3.57,3.6,3.8,2|1|5|3,"1,2,3",1|6|2|3|4|5,1987,4,5,1|3|4|5|2,2,1|2|3|4,1,7|1|5|2|6|3|4,5,I never stick with the default search engine,No_video,Bing_default,
2023-07-13 19:26:15,2023-07-13 19:37:31,0,47.198.62.41,100,675,1,2023-07-13 19:37:31,R_Xk5j0X4VDYzdk2J,,,,,28.0331,-81.9391,anonymous,EN,1,1,5e4044797946592823cbec2a,,,,,5,1|2|5|4|3,7,2,1|2,58.724,60.678,75.822,2,4,5|7|2|4|3|1|6,1,5|1|4|2|3,104.332,106.721,108.779,2,2,1,3|2|1|4|5,75.345,80.626,82.01,2,23,17|23|21|20|18|22|19,1,5|2|4|1|3,3,2|1|3|5|4,1,1|5|2|4|3,3,1|5|3|4|2,1,3|1|4|2|5,4.44,3.2,2.3,3.54,3|2|5|1,1,5|6|3|1|4|2,1994,2,3,1|2|3|5|4,2,3|4|2|1,7,2|5|6|3|7|1|4,5,I did tend to stick to my usual search engine.,No_video,Google_default,google_default
2023-07-13 19:17:48,2023-07-13 19:37:44,0,70.171.126.65,100,1195,1,2023-07-13 19:37:44,R_XNeYnovEgJEdG1z,,,,,29.9495,-90.1204,anonymous,EN,1,1,649f525cce87cb12c95ea642,,,,,5,3|4|2|5|1,7,2,2|1,28.172,32.706,36.165,2,4,4|3|5|7|1|2|6,2,5|4|1|3|2,9.803,90.334,129.354,4,2,2,1|2|4|5|3,9.381,85.914,87.537,4,17,19|21|23|20|18|17|22,2,5|4|1|2|3,3,2|3|1|5|4,2,3|1|4|5|2,3,5|2|1|3|4,2,5|1|3|2|4,4.87,4.6,3.8,4.87,5|1|3|2,"1,3,5",5|6|3|4|2|1,1962,3,4,3|5|1|4|2,2,4|2|1|3,2,6|5|3|7|4|1|2,5,I often use Yahoo or Google and it has become a habit.  Other search engines are just as reliable but due to habit its hard to change.,Video,Bing_default,
2023-07-13 19:34:14,2023-07-13 19:38:04,0,172.56.218.31,100,230,1,2023-07-13 19:38:05,R_yDzjt22R0aTi1dT,,,,,39.9528,-75.1646,anonymous,EN,1,1,5c8f9fa8dfbf30001697845d,,,,,5,2|5|1|4|3,7,2,1|2,14.024,17.238,18.423,3,4,7|1|6|5|4|3|2,1,1|2|4|3|5,3.09,22.175,22.875,9,2,1,3|5|1|2|4,2.311,17.115,18.051,6,23,17|23|20|21|22|19|18,1,1|2|5|3|4,3,1|2|5|4|3,1,4|1|2|5|3,3,2|4|1|5|3,1,5|3|1|4|2,5,0.53,0.63,0.46,5|2|1|3,1,1|5|3|2|6|4,1989,4,3,1|5|2|3|4,2,3|1|4|2,1,7|2|5|1|6|4|3,5,,No_video,Google_default,google_default
2023-07-13 19:31:01,2023-07-13 19:38:06,0,35.148.235.161,100,425,1,2023-07-13 19:38:07,R_SObDCOrZRGl3A9b,,,,,35.0999,-81.7056,anonymous,EN,1,1,6365c4871dc80ca12379cf8e,,,,,5,5|1|2|4|3,7,2,2|1,28.768,32.635,35.539,2,4,5|2|1|3|4|6|7,2,5|4|2|1|3,8.424,29.609,30.672,4,2,2,5|4|1|3|2,3.119,83.353,85.172,4,17,21|23|22|20|19|17|18,2,3|5|1|2|4,3,3|1|4|5|2,2,1|4|5|3|2,3,2|4|5|3|1,2,3|5|1|4|2,4.83,4.73,2.57,3.8,5|3|2|1,"1,3,5",1|2|5|3|4|6,1989,2,4,5|4|1|2|3,1,2|4|3|1,1,3|1|7|6|4|5|2,5,No,No_video,Bing_default,
2023-07-13 19:24:35,2023-07-13 19:38:26,0,24.144.59.164,100,830,1,2023-07-13 19:38:26,R_1Ijg3ajT40nl0xz,,,,,35.0812,-92.4722,anonymous,EN,1,1,60fcd9699c3def3068403b90,,,,,5,3|4|1|2|5,7,2,1|2,21.902,34.832,41.224,5,4,7|2|4|1|6|3|5,2,3|5|4|1|2,4.852,305.511,307.82,7,1,2,1|3|5|2|4,3.315,36.535,37.701,8,23,19|20|22|17|23|18|21,2,1|5|3|4|2,3,3|2|4|5|1,2,4|2|1|3|5,3,2|3|1|4|5,2,4|3|2|5|1,4,2.75,2.5,3.00,1|5|2|3,"1,5",3|1|6|4|5|2,1987,4,4,2|4|1|5|3,1,4|3|2|1,1,6|3|4|1|2|5|7,5,I have no thoughts to share,No_video,Bing_default,
2023-07-13 19:24:27,2023-07-13 19:38:29,0,73.210.50.218,100,841,1,2023-07-13 19:38:29,R_6njmaExhsX7qJgJ,,,,,42.2309,-88.3379,anonymous,EN,1,1,6068bf5914131f3a1a80a413,,,,,5,1|2|5|4|3,7,2,1|2,8.182,38.055,40.384,5,4,6|7|4|2|5|3|1,1,5|2|3|4|1,9.198,43.775,46.109,4,2,1,1|2|3|5|4,4.724,54.756,56.153,4,23,21|19|23|17|22|18|20,1,1|3|2|4|5,3,4|2|3|5|1,1,1|2|3|4|5,3,5|1|2|4|3,1,1|4|3|2|5,4.03,3.4,3.5,3.57,2|3|1|5,"1,3,5",4|1|6|3|2|5,1955,5,2,2|3|5|4|1,1,4|3|1|2,1,7|3|6|4|2|1|5,5,Only used the assigned search engine Google (I have always found it to be the best - back when I was a researcher we found the Google algorithms to be the gold standard for search engines and see no reason to think that it has changed).,Video,Google_default,google_default
2023-07-13 19:33:54,2023-07-13 19:38:30,0,76.35.137.33,100,276,1,2023-07-13 19:38:31,R_1LZL4hHJQ1SzUDR,,,,,38.2665,-85.8017,anonymous,EN,1,1,5fe112243ce806b5704eca6e,,,,,5,1|4|2|5|3,7,2,2|1,15.636,19.143,20.624,2,4,4|1|2|7|6|5|3,1,2|3|1|4|5,5.313,31.717,38.084,3,2,1,5|1|3|2|4,4.019,17.189,18.389,3,23,22|21|23|19|18|17|20,1,2|5|4|1|3,3,2|4|3|1|5,1,5|4|3|2|1,3,5|1|4|2|3,1,1|4|3|2|5,5,3,3,5,1|5|3|2,"1,3",5|4|1|2|6|3,1980,2,4,2|4|5|3|1,3,1|4|3|2,1,3|6|5|2|1|4|7,5,,Video,Google_default,google_default
2023-07-13 19:33:11,2023-07-13 19:38:47,0,172.220.118.158,100,335,1,2023-07-13 19:38:47,R_11gUcpqL17FUKcF,,,,,43.0725,-89.4491,anonymous,EN,1,1,6413634f9d315afcde51553b,,,,,5,5|2|4|1|3,7,2,2|1,19.252,23.468,26.788,2,4,5|6|7|2|1|3|4,1,2|4|1|5|3,7.542,27.886,29.325,4,2,2,4|1|2|3|5,2.965,22.413,24.155,4,23,17|23|22|18|19|21|20,1,1|5|4|2|3,3,3|4|2|5|1,1,2|1|4|5|3,3,3|2|1|5|4,2,5|2|1|3|4,4,3.57,4,2.47,3|1|2|5,"1,3",1|5|4|3|2|6,1955,4,2,4|5|3|2|1,1,1|4|2|3,1,7|2|6|1|5|3|4,5,,No_video,Bing_default,
2023-07-13 19:29:54,2023-07-13 19:39:03,0,107.77.227.224,100,548,1,2023-07-13 19:39:03,R_3PS9cZKRNYUmjoI,,,,,33.9687,-118.037,anonymous,EN,0.8999999761581421,1,643ead9be9be7fa2c20e1a53,,,,,5,1|2|3|4|5,7,2,1|2,84.447,87.241,88.693,2,4,4|5|7|3|6|1|2,2,5|4|3|2|1,37.781,40.684,42.65,2,1,1,3|1|4|5|2,61.546,63.256,64.464,2,17,17|23|22|19|21|18|20,3,3|1|2|4|5,3,1|4|5|3|2,1,3|5|2|1|4,3,1|3|2|5|4,3,5|3|2|4|1,4.63,3.6,3.57,3.87,1|3|2|5,"1,5",6|1|5|2|4|3,1965,3,1,4|5|3|2|1,1,4|3|1|2,1,5|4|1|7|3|2|6,5,,No_video,Bing_default,
2023-07-13 19:34:48,2023-07-13 19:39:03,0,172.56.240.31,100,254,1,2023-07-13 19:39:03,R_2SpL3l04yO6tG8x,,,,,32.7203,-117.1552,anonymous,EN,1,1,604bfe99dcaa286218d25fca,,,,,5,3|5|1|4|2,7,2,2|1,18.727,21.198,21.505,5,4,4|5|3|7|6|2|1,1,2|3|4|1|5,13.024,18.067,19.367,6,2,1,3|2|1|4|5,15.232,48.456,48.944,6,23,18|23|22|17|21|19|20,1,1|5|4|2|3,3,4|3|1|5|2,1,4|2|1|3|5,3,3|5|1|4|2,1,2|5|1|3|4,4.86,1.53,3.65,2.91,5|1|3|2,1,5|3|2|4|6|1,1995,5,3,4|5|2|1|3,2,4|1|3|2,6,2|7|4|6|1|5|3,5,,No_video,Google_default,google_default
2023-07-13 19:33:42,2023-07-13 19:39:11,0,172.56.52.238,100,328,1,2023-07-13 19:39:11,R_6P4qFRyN7WM6Uo1,,,,,29.7646,-95.3657,anonymous,EN,1,1,6323781f75962af097c34b5e,,,,,5,5|1|4|2|3,7,2,2|1,15.333,16.804,18.984,2,4,5|1|6|2|3|4|7,1,2|4|3|1|5,7.061,69.472,70.301,3,2,1,3|4|2|1|5,48.26,51.175,52.025,2,17,22|19|20|18|23|17|21,1,4|1|5|3|2,3,4|1|5|2|3,1,4|1|3|5|2,3,4|1|2|5|3,1,3|2|4|5|1,3.73,0.47,0.67,0.57,3|5|1|2,"1,6",2|5|4|3|6|1,2004,4,4,2|4|1|3|5,1,4|1|3|2,7,1|4|6|7|2|3|5,5,,Video,Google_default,google_default
2023-07-13 19:27:22,2023-07-13 19:39:15,0,24.190.200.154,100,712,1,2023-07-13 19:39:16,R_2wyl8E5G0Fec4wN,,,,,40.6327,-73.6333,anonymous,EN,0.8999999761581421,1,5ba288c63fd80800016308c4,,,,,5,4|2|5|3|1,7,2,2|1,25.393,29.607,41.134,2,4,4|2|7|1|5|3|6,1,5|3|1|2|4,7.095,42.703,43.995,4,2,1,3|2|1|4|5,4,46.6,48.411,6,23,18|23|21|19|22|17|20,1,3|2|5|4|1,3,3|4|2|1|5,1,1|5|4|2|3,3,4|1|2|5|3,1,4|5|3|2|1,4.86,4.53,3.86,2.76,5|3|1|2,"1,3",2|6|1|4|3|5,1993,4,2,4|3|2|5|1,1,4|3|1|2,1,2|5|4|6|1|3|7,5,,Video,Google_default,google_default
2023-07-13 19:30:49,2023-07-13 19:39:26,0,24.242.104.140,100,517,1,2023-07-13 19:39:27,R_3oZxXnpQKkQVg6s,,,,,31.7596,-106.4884,anonymous,EN,1,1,6472a86d375de763928da935,,,,,5,4|2|5|3|1,7,2,2|1,24.403,36.338,37.905,5,4,3|5|6|7|4|1|2,3,5|2|3|1|4,3.786,14.58,18.235,3,2,5,4|5|2|1|3,142.87,144.822,146.309,2,23,19|17|22|23|20|21|18,3,3|4|2|1|5,3,5|2|3|1|4,3,5|4|2|1|3,3,3|5|1|2|4,3,3|1|4|2|5,3.7,1.5,1.87,4.77,5|1|3|2,5,2|5|1|3|4|6,1956,3,3,1|5|2|3|4,1,3|4|1|2,1,1|3|4|7|2|6|5,5,,No_video,Bing_default,
2023-07-13 19:29:50,2023-07-13 19:39:43,0,68.105.88.251,100,592,1,2023-07-13 19:39:43,R_1ePsQqz7aXIukj7,,,,,33.2977,-117.1916,anonymous,EN,1,1,63fad8b20e532757a496f7f5,,,,,5,3|4|2|5|1,7,2,2|1,16.848,18.704,26.101,2,4,3|4|7|5|2|1|6,2,3|2|4|1|5,36.383,72.428,76.185,3,1,2,1|5|2|4|3,4.129,73.136,81.552,4,23,19|17|21|22|20|18|23,"1,2",2|5|4|3|1,3,3|2|5|4|1,"1,2,5",1|4|3|2|5,3,5|2|4|1|3,"2,5",2|5|4|1|3,5,4.02,1.75,1.62,2|3|5|1,"1,3",5|2|6|3|4|1,1970,4,5,3|2|4|1|5,1,4|2|1|3,4,5|7|1|3|2|6|4,5,"I started using Bing and Bing chat, but for the Van Gogh question I wanted to confirm the answer so went to Google, which gave me a different answer due to a 2022 auction which changed the ranking.",No_video,Bing_default,
2023-07-13 19:31:36,2023-07-13 19:39:51,0,73.15.243.177,100,495,1,2023-07-13 19:39:52,R_1Q9lTCcj69Fa0P8,,,,,38.5463,-122.8047,anonymous,EN,1,1,63d570d979c31656fece7c7d,,,,,5,5|4|2|3|1,7,2,2|1,27.224,34.242,35.99,2,7,2|7|3|1|4|5|6,1,2|3|5|4|1,77.478,85.386,87.079,2,2,1,4|2|1|5|3,67.969,70.843,72.575,2,17,20|23|17|22|21|18|19,1,5|2|3|4|1,3,5|1|4|2|3,1,2|3|4|5|1,3,3|1|5|2|4,5,4|2|3|1|5,5,3.47,2.5,2.53,5|3|2|1,1,6|1|3|5|2|4,1959,3,3,5|4|3|1|2,1,4|2|3|1,1,5|6|7|4|1|3|2,5,I have used google for many years since the beginning and prefer to stick with it.,No_video,Google_default,google_default
2023-07-13 19:35:01,2023-07-13 19:39:54,0,174.49.126.157,100,293,1,2023-07-13 19:39:54,R_OB7u3P7yHSJKk7v,,,,,33.8332,-84.6031,anonymous,EN,1,1,5d4231211a477100015274df,,,,,5,3|4|5|1|2,7,2,2|1,2.534,23.755,24.57,7,4,2|6|5|7|3|4|1,1,4|2|1|3|5,4.585,31.923,32.408,4,2,1,1|5|2|3|4,2.121,19.648,20.514,6,17,21|20|17|23|18|22|19,1,2|5|3|4|1,3,2|3|5|4|1,1,3|2|1|5|4,3,5|3|4|2|1,1,5|3|2|1|4,5,3.1,2.47,2.54,1|5|3|2,"1,3",2|4|6|5|3|1,1994,4,5,2|5|1|3|4,2,2|4|3|1,1,4|5|3|7|2|1|6,5,,Video,Google_default,google_default
2023-07-13 19:31:03,2023-07-13 19:40:02,0,104.55.98.60,100,538,1,2023-07-13 19:40:02,R_27pdjYcY6wOED5m,,,,,38.3574,-85.613,anonymous,EN,1,1,62e33513e972718797c9aaeb,,,,,5,5|3|4|1|2,7,2,1|2,22.624,29.591,35.017,2,4,1|6|7|5|2|3|4,5,2|1|5|4|3,6.273,59.883,63.91,4,2,5,1|2|5|4|3,3.564,83.243,84.521,22,23,17|19|18|20|22|21|23,2,4|5|1|2|3,3,3|4|5|2|1,2,5|1|4|3|2,3,5|4|3|1|2,5,3|1|5|4|2,5,5,5,4,3|1|2|5,"1,3",2|4|6|5|1|3,1977,5,2,2|4|1|3|5,1,4|1|2|3,1,7|4|2|3|6|5|1,5,"The three I put ""other"" for I already knew the answer, so I didn't look them up.",Video,Bing_default,
2023-07-13 19:30:39,2023-07-13 19:40:21,0,75.31.214.186,100,582,1,2023-07-13 19:40:22,R_3hsBAq9xTJyoWdW,,,,,42.3472,-83.0323,anonymous,EN,0.5,1,6487b7ef4e0c5bd7ba1b1862,,,,,5,2|3|4|5|1,7,2,2|1,14.877,22.794,23.256,7,2,2|4|1|5|7|3|6,1,3|2|1|4|5,11.867,75.277,75.776,17,2,1,3|1|4|5|2,1.116,27.235,28.038,7,23,21|23|17|22|18|20|19,1,4|5|3|1|2,3,1|4|3|2|5,1,4|3|2|1|5,3,4|5|2|3|1,1,3|5|4|2|1,4.89,0.39,1.45,3.08,2|5|3|1,"1,2,3,5",1|5|2|3|4|6,1973,5,5,5|4|3|2|1,2,1|4|3|2,2,4|1|6|7|3|5|2,5,None,Video,Google_default,google_default
2023-07-13 19:37:12,2023-07-13 19:40:28,0,64.203.226.166,100,196,1,2023-07-13 19:40:29,R_2yeB98jJxmiQEAB,,,,,32.2508,-80.8718,anonymous,EN,1,1,6080956cb039d0b097c4c595,,,,,5,5|2|1|3|4,7,2,1|2,11.627,13.414,14.139,2,4,7|3|4|1|5|2|6,2,2|5|3|4|1,18.324,20.83,21.644,2,2,2,3|5|1|2|4,19.799,22.071,22.816,2,23,17|21|23|22|20|19|18,2,3|4|1|2|5,3,1|5|2|4|3,2,4|5|3|1|2,3,2|4|1|5|3,2,3|2|1|4|5,2.77,4.57,2.9,0.87,2|3|5|1,"1,3",6|4|3|5|1|2,2002,3,3,2|3|5|4|1,2,4|3|2|1,1,3|4|7|1|5|2|6,4,,No_video,Bing_default,
