StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q_RecaptchaScore,consent,prolific_id,Q41_First Click,Q41_Last Click,Q41_Page Submit,Q41_Click Count,Q14,Q14_DO,Q15,Q38_First Click,Q38_Last Click,Q38_Page Submit,Q38_Click Count,choice_screen,choice_screen_DO,Q42_First Click,Q42_Last Click,Q42_Page Submit,Q42_Click Count,desktop,desktop_DO,survey_version,default_assigned,default_assigned_DO,Q48_First Click,Q48_Last Click,Q48_Page Submit,Q48_Click Count,beatles,beatles_DO,se.beatles,se.beatles_DO,Q49_First Click,Q49_Last Click,Q49_Page Submit,Q49_Click Count,alcapone,se.alcapone,se.alcapone_DO,Q50_First Click,Q50_Last Click,Q50_Page Submit,Q50_Click Count,vangogh,vangogh_DO,se.vangogh,se.vangogh_DO,Q60_1,Q60_2,Q60_3,Q60_5,Q60_DO,Q43_First Click,Q43_Last Click,Q43_Page Submit,Q43_Click Count,Q58,Q58_DO,choice screen,choice screen_DO,survey.type.weather,survey.type.weather_DO,Q55,Q51_First Click,Q51_Last Click,Q51_Page Submit,Q51_Click Count,austin,app_austin,app_austin_DO,Q52_First Click,Q52_Last Click,Q52_Page Submit,Q52_Click Count,cambridge,app_cambridge,app_cambridge_DO,Q53_First Click,Q53_Last Click,Q53_Page Submit,Q53_Click Count,cupertino,app_cupertino,app_cupertino_DO,Q31_1,Q31_2,Q31_3,Q31_DO,Q54,Q32,Q33,Q34,Q34_DO,Q35,Q35_DO,Q36,Q36_DO,Q37,Q38,rid,gc,Q_UnansweredPercentage,Q_UnansweredQuestions,Q_StraightliningCount,Q_StraightliningPercentage,Q_StraightliningQuestions,FL_12_DO,default_DO,video.weather_DO,weather_DO
2023-07-12 18:57:17,2023-07-12 19:11:06,0,174.235.237.56,100,828,1,2023-07-12 19:11:06,R_PY8ouJtvDVacv6N,,,,,35.2135,-80.8218,anonymous,EN,0.8999999761581421,1,5994e9b2f9db7d0001895864,,,,,5,2|1|5|3|4,7,,,,,,,15.02,15.02,26.902,1,2,2|1,2,2,2|3|4|1,23.073,25.479,28.931,2,4,3|1|2|7|5|4|6,2,2|1|3|5|4,57.072,60.751,63.753,2,2,2,3|4|5|1|2,10.834,112.088,113.984,6,23,18|22|21|17|19|20|23,2,5|1|3|2|4,4.88,4.98,3.88,2.81,3|1|5|2,15.003,54.717,58.359,18,1,1|6|2|4|5|3,,,2,2|1,3,95.923,99.465,100.746,2,1,3,2|1|3|4,49.015,52.651,54.163,2,1,3,4|1|3|2,94.353,132.209,134.112,3,1,"2,3",2|1|3|4,5,5,5,3|2|1,"1,2",1984,4,4,5|1|4|2|3,2,2|3|1|4,2,1|6|2|5|3|4|7,5,,,1,0.03125,QID38,0,0,,default,bing_default|Q42,description,default_wu
2023-07-12 18:51:39,2023-07-12 19:11:21,0,38.95.237.121,100,1181,1,2023-07-12 19:11:21,R_2bN73qobk5ainFe,,,,,35.2612,-120.655,anonymous,EN,1,1,63d7b81d79044b73bfb50952,,,,,5,3|4|1|2|5,7,11.191,11.191,12.451,1,1,5|1|3|2,,,,,2,2|1,1,,,9.291,23.795,25.943,5,4,6|4|1|2|3|5|7,1,2|1|5|4|3,2.365,94.029,95.505,5,2,1,5|1|2|4|3,2.426,32.762,35.022,4,23,20|18|23|19|17|22|21,1,1|2|5|3|4,4.45,2.65,1.78,1.88,5|2|3|1,158.07,186.214,186.945,7,"1,2,3",6|3|4|2|5|1,,,2,2|1,3,101.651,120.123,159.518,6,1,3,3|2|4|1,3.653,56.965,57.778,4,1,3,2|3|4|1,3.401,74.289,75.204,4,3,2,2|3|4|1,3,5,1,2|1|3,2,1983,4,3,2|3|5|4|1,1,2|1|4|3,7,7|6|3|2|4|1|5,5,I stick to what works if i can't find something on one i'll go to another i have no allegiances to any search engine.,,1,0,,0,0,,choice_screen,,description,default_wu
2023-07-12 18:56:38,2023-07-12 19:11:24,0,50.45.81.213,100,886,1,2023-07-12 19:11:25,R_22P6WU6P0VMNq7A,,,,,42.2571,-88.8535,anonymous,EN,1,1,5a80bf6e2a842c0001fc9064,,,,,5,1|5|2|3|4,7,,,,,,,1.694,1.694,11.486,1,2,1|2,2,2,3|1|4|2,12.45,44.248,45.76,4,4,1|5|4|7|2|3|6,"1,2,5",3|5|4|2|1,71.505,79.009,79.736,6,1,"2,5",3|1|4|2|5,56.824,61.775,63.357,3,23,17|20|18|19|23|22|21,"1,5",2|3|5|1|4,4,2.5,2,1,3|5|2|1,4.7,42.671,48.289,18,"1,3,5,6",6|4|1|3|2|5,,,2,1|2,3,74.304,142.474,143.412,4,1,"1,2,3",4|1|3|2,114.833,140.493,141.25,5,3,"1,2,3",3|4|2|1,96.421,99.001,101.587,3,1,"1,3",1|3|4|2,5,3,5,3|2|1,"1,3",1984,2,5,4|5|2|3|1,1,4|1|3|2,4,4|7|6|2|5|1|3,5,"That's interesting, because I tend to enjoy using at least two sources of information to verify how precise or accurate information is.  I stuck with the defaults just to see how their information would be formatted, then I would check to see if everything could be verified from a second source.",,1,0,,0,0,,default,bing_default|Q42,description,default_wu
2023-07-12 19:00:21,2023-07-12 19:11:41,0,173.76.55.31,100,679,1,2023-07-12 19:11:42,R_3j9jWUFLYTtFpq4,,,,,41.9739,-71.3284,anonymous,EN,1,1,5f49f3262a3d07563d14a7f1,,,,,5,5|3|1|4|2,7,,,,,,,6.625,6.625,12.647,1,2,1|2,2,2,1|3|2|4,44.284,46.348,49.329,2,4,7|6|3|5|2|1|4,2,5|3|4|1|2,55.966,58.798,60.252,2,2,2,5|1|4|2|3,118.159,123.663,124.839,2,17,17|18|21|20|23|19|22,2,5|3|1|4|2,4.38,3.85,4.22,3.12,1|5|2|3,6.309,27.825,29.615,11,"1,2,3,5",2|4|5|1|3|6,,,2,1|2,1,15.911,92.109,94.102,4,1,1,3|2|4|1,39.904,42.295,43.797,2,3,1,4|1|3|2,3.014,47.484,48.393,7,1,1,4|2|3|1,4,4,3,2|1|3,"1,2",1994,4,4,4|3|2|1|5,1,3|1|2|4,1,1|5|2|3|6|7|4,5,N/A,,1,0,,0,0,,default,bing_default|Q42,description,default_wc
2023-07-12 19:06:14,2023-07-12 19:12:25,0,98.162.249.226,100,370,1,2023-07-12 19:12:25,R_3FQfKyhnkiPbdQ1,,,,,35.2025,-97.4835,anonymous,EN,1,1,5ba063325fdaf800019dce63,,,,,5,2|4|5|3|1,7,4.043,6.066,8.383,2,1,2|5|1|3,,,,,2,1|2,1,,,3.413,20.437,21.21,3,4,4|5|1|3|6|7|2,1,2|4|5|1|3,4.139,14.818,15.559,5,2,1,2|4|5|1|3,0.969,13.065,14.163,9,23,23|22|19|20|21|17|18,1,1|4|2|3|5,5,1,2,1,1|3|2|5,2.261,17.15,18.424,6,1,2|5|4|1|3|6,1,1|3|2,1,1|2,,60.535,61.998,62.889,2,1,1,1|2|4|3,20.887,23.783,51.65,2,3,1,2|1|3|4,76.469,79.437,80.209,4,1,"1,2,3",1|3|4|2,5,1,2,3|1|2,1,1990,2,5,1|2|5|4|3,3,3|2|1|4,1,4|2|6|3|7|1|5,5,None. Thank you!,,1,0,,0,0,,choice_screen,,description,choice screen
2023-07-12 19:01:17,2023-07-12 19:12:27,0,108.70.137.133,100,670,1,2023-07-12 19:12:28,R_3MSFV2QlKuqyKnd,,,,,41.5798,-83.666,anonymous,EN,0.8999999761581421,1,56fc8248b5648e000fac9980,,,,,5,1|4|5|3|2,7,3.471,3.471,10.539,1,1,1|5|3|2,,,,,2,2|1,1,,,26.842,28.014,30.652,2,4,5|1|2|7|6|3|4,1,5|1|2|3|4,44.529,46.255,47.817,2,2,1,2|3|5|1|4,36.189,37.462,39.94,2,17,23|21|17|19|22|20|18,1,1|4|5|3|2,4.61,3.78,4.48,3.35,5|2|1|3,5.59,19.226,21.972,7,"1,2,3",2|3|4|5|1|6,,,2,1|2,1,25.362,27.286,28.471,2,1,1,3|2|4|1,27.899,30.348,31.524,2,3,1,4|1|2|3,20.977,22.675,24.021,2,1,1,3|2|4|1,4,5,3,1|3|2,"1,2",1986,3,3,4|3|2|5|1,1,3|2|1|4,1,3|4|1|6|5|7|2,5,nothing comes to mind,,1,0,,0,0,,choice_screen,,description,default_wc
2023-07-12 19:01:02,2023-07-12 19:12:35,0,107.77.204.177,100,692,1,2023-07-12 19:12:35,R_2YY7sPKN2QbtLYv,,,,,38.894,-77.0365,anonymous,EN,0.8999999761581421,1,5deaac8dff7f711d9032fa94,,,,,5,5|1|4|3|2,7,4.024,4.024,13.143,1,1,2|1|5|3,,,,,2,2|1,1,,,4.989,17.525,19.142,5,4,3|2|4|1|6|7|5,1,2|3|5|4|1,7.042,21.322,23.272,5,2,1,3|1|4|5|2,1.792,13.466,14.178,6,23,19|21|18|22|23|20|17,1,4|3|1|5|2,5,2.65,4.52,2.65,2|1|5|3,2.768,11.166,11.842,8,1,2|3|1|6|4|5,,,2,2|1,3,8.088,110.409,111.378,6,1,3,1|4|3|2,3.694,85.263,86.032,3,3,3,4|1|2|3,2.975,59.168,59.857,3,3,3,2|3|1|4,5,5,5,1|2|3,"1,2",1991,4,4,2|1|3|4|5,2,2|3|4|1,1,2|5|6|7|4|1|3,5,"nope, thanks",,1,0,,0,0,,choice_screen,,description,default_wu
2023-07-12 19:05:53,2023-07-12 19:12:49,0,32.220.179.219,100,415,1,2023-07-12 19:12:49,R_1rHw1WIye5wmpeL,,,,,41.217,-73.0552,anonymous,EN,1,1,61153b4617feec5d5b18613a,,,,,5,4|5|2|3|1,7,,,,,,,6.388,6.388,11.436,1,2,1|2,2,3,3|4|2|1,15.98,18.372,19.829,2,4,1|6|7|4|2|3|5,3,5|2|4|3|1,68.953,70.092,72.174,2,2,3,3|4|5|1|2,47.842,50.634,51.596,4,23,20|21|17|19|23|22|18,3,4|2|3|5|1,4.52,2.25,0.95,3.55,1|2|5|3,6.858,21.78,22.633,11,"1,5",3|6|2|1|4|5,,,2,2|1,1,37.771,39.217,40.463,2,1,1,1|3|2|4,37.959,39.518,40.428,2,3,1,2|4|1|3,26.229,27.815,29.092,2,1,1,1|3|2|4,5,4,2,1|2|3,1,1994,5,4,3|1|4|2|5,2,1|4|2|3,1,5|4|1|3|2|6|7,5,,,1,0.03125,QID38,0,0,,default,yahoo_default|Q42,description,default_wc
2023-07-12 18:59:16,2023-07-12 19:13:09,0,73.159.156.164,100,833,1,2023-07-12 19:13:10,R_3Oowd6oWET30J8P,,,,,42.205,-72.6276,anonymous,EN,1,1,631664e2a5d07c0ad889cf91,,,,,5,3|2|1|4|5,7,,,,,,,4.872,4.872,15.71,1,2,2|1,2,3,3|1|4|2,15.948,33.132,36.222,2,4,2|5|4|7|6|1|3,1,1|5|3|4|2,23.114,148.827,155.96,8,2,1,1|4|2|3|5,2.385,76.061,79.481,5,17,23|19|18|22|20|17|21,1,5|1|2|3|4,5,3,2,2,3|1|5|2,5.379,30.137,34.554,20,"1,3",3|2|5|1|4|6,,,2,2|1,3,16.185,155.332,157.7,7,1,3,2|4|3|1,2.954,137.732,138.356,9,2,2,1|2|3|4,2.639,63.04,64.647,6,3,2,1|2|3|4,3,4,3,1|2|3,"1,2",1991,3,4,4|5|2|1|3,1,3|4|1|2,1,5|6|4|3|7|1|2,5,,,1,0.03125,QID38,0,0,,default,yahoo_default|Q42,description,default_wu
2023-07-12 19:00:21,2023-07-12 19:13:31,0,73.202.5.199,100,790,1,2023-07-12 19:13:32,R_2S80eN3UsVwMW0x,,,,,37.4775,-122.4505,anonymous,EN,1,1,64405eef918d342549d0f688,,,,,5,4|3|5|2|1,7,6.025,20.483,34.52,4,1,1|2|3|5,,,,,2,2|1,1,,,26.923,33.845,37.97,3,4,2|1|6|4|3|7|5,1,5|2|3|4|1,4.582,42.93,44.77,4,2,1,3|1|4|2|5,3.59,33.912,35.06,4,23,23|20|17|22|21|18|19,1,3|2|1|5|4,4.55,3.85,3.78,2.75,2|3|1|5,16.681,42.499,43.429,7,1,3|4|5|6|1|2,,,2,1|2,2,5.315,90.308,91.567,5,1,4,4|1|3|2,36.3,39.613,40.661,3,3,4,4|3|2|1,37.829,41.949,43.437,3,1,4,3|1|2|4,1,2,3,2|1|3,4,1969,3,1,5|1|2|3|4,2,4|1|2|3,1,1|2|3|4|5|6|7,5,I think that people will use what they are comfortable with and what they feel gives them the most accurate information.,,1,0,,0,0,,choice_screen,,description,default_aw
2023-07-12 18:56:47,2023-07-12 19:13:37,0,173.184.150.218,100,1010,1,2023-07-12 19:13:37,R_T622ZP7rt6iu98Z,,,,,37.1531,-84.0986,anonymous,EN,1,1,59d8ae913e5ea00001e1d05f,,,,,5,3|2|1|5|4,7,4.157,14.477,18.103,2,1,1|5|3|2,,,,,2,2|1,1,,,6.557,20.717,22.055,6,4,7|5|1|3|2|4|6,1,1|5|4|2|3,2.897,16.731,18.044,6,2,1,4|2|3|5|1,1.832,17.844,19.407,6,23,20|23|18|22|19|17|21,1,4|3|2|5|1,5,2.62,5,2.72,1|3|2|5,2.787,38.101,41.46,14,"1,3",6|3|5|4|1|2,,,2,2|1,3,3.882,48.021,48.693,4,1,3,1|4|3|2,4.742,32.097,33.026,4,3,3,2|1|3|4,3.058,43.029,44.277,4,1,3,4|1|2|3,5,5,5,2|3|1,1,1988,3,5,4|2|3|5|1,1,2|4|1|3,1,4|1|2|3|5|7|6,5,None.,,1,0,,0,0,,choice_screen,,description,default_wu
2023-07-12 18:58:27,2023-07-12 19:13:57,0,73.154.113.66,100,930,1,2023-07-12 19:13:58,R_1NttWbU6JdGWVpf,,,,,40.4339,-79.9996,anonymous,EN,1,1,62896076149e8f156545884c,,,,,5,3|4|2|5|1,7,10.193,10.193,11.479,1,1,2|5|3|1,,,,,2,2|1,1,,,39.923,44.457,46.02,2,4,7|2|4|1|6|5|3,1,3|2|1|4|5,18.023,71.25,72.5,3,2,1,2|3|4|5|1,4.666,16.862,17.977,5,23,21|23|17|20|18|19|22,1,3|1|2|4|5,4.5,3.67,3.2,3.4,3|5|1|2,15.877,50.126,51.302,12,"1,3,5",2|1|5|3|6|4,2,3|2|1,1,1|2,,8.391,198.361,199.749,3,1,2,1|3|2|4,10.665,109.19,110.852,5,1,2,2|1|4|3,19.187,75.937,77.289,3,3,2,1|4|2|3,5,4,3,3|1|2,"1,2",1964,2,3,3|4|5|2|1,1,4|3|1|2,1,7|6|3|4|2|5|1,5,I just used the one I've used the most in the last several years. I think I've used the weather channel a number of times as well.,,1,0,,0,0,,choice_screen,,description,choice screen
2023-07-12 19:12:10,2023-07-12 19:14:24,0,108.208.206.161,100,133,1,2023-07-12 19:14:24,R_YabV0ygK4Dbpx85,,,,,33.8206,-118.034,anonymous,EN,1,1,5caec6b270da3100017f35de,,,,,5,4|3|2|1|5,7,,,,,,,22.555,22.555,40.185,1,2,2|1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,0,0,,default,google_default|Q42,,
2023-07-12 18:56:45,2023-07-12 19:14:31,0,98.163.237.27,100,1066,1,2023-07-12 19:14:31,R_2VpCwJnrcwKxq9o,,,,,30.0039,-90.1229,anonymous,EN,1,1,63f8083b81d600b33e288f21,,,,,5,4|3|1|2|5,7,,,,,,,28.787,28.787,77.989,1,2,2|1,2,3,3|1|4|2,22.561,26.327,37.792,2,4,4|5|2|6|7|1|3,1,1|2|4|3|5,34.058,40.49,42.391,2,2,1,3|5|4|2|1,182.626,360.043,362.159,2,17,17|19|20|23|21|18|22,1,1|3|5|4|2,3.68,1.45,1.38,2.68,3|2|5|1,9.388,42.002,45.442,11,1,4|3|1|6|5|2,2,3|2|1,1,2|1,,77.823,103.803,107.028,2,1,2,3|2|4|1,35.015,38.329,39.403,2,1,2,3|2|4|1,33.558,36.523,38.218,2,3,2,1|2|4|3,3,3,2,1|2|3,4,1991,4,5,4|1|3|5|2,2,4|2|1|3,2,1|3|7|2|6|5|4,5,"No, thank you for your survey.",,1,0,,0,0,,default,yahoo_default|Q42,description,choice screen
2023-07-12 18:56:25,2023-07-12 19:14:34,0,172.91.67.178,100,1089,1,2023-07-12 19:14:35,R_2qyIKrkSg8Vmvm3,,,,,34.0544,-118.2441,anonymous,EN,1,1,5ea72b8aedd4c90da065607c,,,,,5,4|2|1|3|5,7,,,,,,,6.473,6.473,31.498,1,2,2|1,2,1,2|1|3|4,8.693,33.102,34.769,2,4,5|1|3|7|6|2|4,1,3|4|5|1|2,52.416,55.28,69.117,2,7,1,1|5|3|2|4,108.724,113.086,114.945,2,23,23|17|20|21|22|19|18,1,2|1|4|3|5,3.87,2.6,4.6,2.47,3|5|1|2,8.874,49.911,51.269,11,"1,2,5,6",2|5|6|1|4|3,2,1|3|2,1,1|2,,26.604,32.746,35.345,2,1,2,4|3|1|2,23.133,33.442,35.117,2,1,2,3|1|4|2,19.602,26.295,28.151,2,3,2,1|2|4|3,2,2,1,2|1|3,1,1957,4,2,3|2|4|5|1,1,2|1|4|3,1,5|6|7|3|1|4|2,5,"I followed instructions, whereas I would've usually used another.",,1,0,,0,0,,default,google_default|Q42,description,choice screen
2023-07-12 18:55:11,2023-07-12 19:14:58,0,76.176.43.188,100,1186,1,2023-07-12 19:14:59,R_2BzH8JT0aHYEpTY,,,,,34.8924,-117.0451,anonymous,EN,1,1,63df41179d1e6352b228a74f,,,,,5,2|3|1|4|5,7,18.536,18.536,21.649,1,1,3|1|5|2,,,,,2,2|1,1,,,15.798,41.899,43.896,4,4,2|7|5|1|3|4|6,1,5|3|4|1|2,6.872,44.689,47.542,4,6,1,1|4|3|5|2,4.755,73.62,75.765,4,23,18|22|21|19|23|20|17,1,5|3|1|2|4,4.81,2.75,2.58,3.78,5|1|2|3,9.903,43.896,47.15,15,1,6|4|1|3|2|5,,,2,1|2,2,157.878,267.832,289.443,4,1,4,3|4|2|1,5.518,242.03,244.168,5,3,1,1|3|4|2,6.908,50.033,52.254,4,1,1,4|2|3|1,4,2,5,1|2|3,1,1973,3,2,4|3|2|1|5,2,3|4|1|2,7,2|3|7|1|5|6|4,5,personally i prefer to use the default,,1,0,,0,0,,choice_screen,,description,default_aw
2023-07-12 18:50:44,2023-07-12 19:15:00,0,172.59.169.106,100,1456,1,2023-07-12 19:15:01,R_3svmgTfTMvuLvMA,,,,,38.5753,-90.2651,anonymous,EN,0.8999999761581421,1,56259489ed6e5a0005c80fde,,,,,5,4|5|2|3|1,7,,,,,,,3.174,3.174,9.806,1,2,1|2,2,2,3|1|2|4,11.803,13.774,14.507,3,4,7|3|4|6|2|1|5,2,5|1|2|3|4,12.854,15.214,15.925,3,1,2,4|5|2|1|3,57.787,59.346,60.342,3,23,17|22|19|20|18|23|21,2,2|1|3|4|5,5,5,4.75,4.58,5|2|3|1,4.388,14.802,16.127,10,"1,3",1|2|3|5|6|4,,,2,2|1,2,5.345,41.738,42.504,4,1,2,1|2|3|4,32.195,35.702,36.698,4,1,2,2|3|4|1,27.289,28.929,29.882,3,3,2,3|2|1|4,5,5,5,3|2|1,"1,2,3",1986,2,5,5|4|3|1|2,1,1|3|4|2,1,3|2|5|4|7|1|6,5,I genuinely enjoyed participating in this study. Using the given search engines was fun and engaging. I didn't feel the need to switch. Thank you so much! I hope it helps you advance your research.,,1,0,,0,0,,default,bing_default|Q42,description,default_aw
2023-07-12 19:00:09,2023-07-12 19:15:18,0,172.58.203.101,100,909,1,2023-07-12 19:15:19,R_2q2ZfefRixAjMsM,,,,,39.952,-75.1649,anonymous,EN,0.8999999761581421,1,63d7b1a0af0a978609a30e3b,,,,,5,4|5|3|1|2,7,,,,,,,15.834,15.834,23.479,1,2,2|1,2,1,3|1|2|4,17.912,20.817,28.451,2,4,2|3|4|7|1|5|6,1,2|4|1|3|5,6.291,29.644,31.732,4,2,1,2|1|5|4|3,5.259,18.078,19.604,3,23,22|17|23|21|18|19|20,1,1|2|5|3|4,3.68,2.54,2.54,2.34,3|1|5|2,6.963,23.681,25.302,6,"1,3",5|6|1|3|4|2,,,2,1|2,1,186.328,189.683,190.687,3,1,"1,2",3|4|1|2,78.447,81.014,82.365,2,3,1,4|1|2|3,65.234,66.876,68.475,2,1,1,1|4|2|3,4,3,2,2|1|3,"1,2",1992,5,3,1|4|5|3|2,1,4|3|1|2,4,4|3|2|5|6|1|7,5,"I was assigned to the search engine and weather forecast website that I normally use, though I occasionally (but rarely) use others",,1,0,,0,0,,default,google_default|Q42,description,default_wc
2023-07-12 19:09:06,2023-07-12 19:15:19,0,76.87.210.174,100,372,1,2023-07-12 19:15:20,R_3MuMtjxgrBLcS9T,,,,,34.1371,-117.6599,anonymous,EN,0.8999999761581421,1,63dd3dd2593c92be97d8dbde,,,,,5,3|2|5|4|1,7,3.551,3.551,12.501,1,1,5|1|2|3,,,,,2,2|1,1,,,19.413,20.349,22.674,2,4,7|3|6|1|5|2|4,1,3|2|1|5|4,2.883,34.431,35.587,4,2,1,5|1|2|3|4,2.08,17.17,17.894,5,23,19|23|18|20|17|22|21,1,5|4|3|2|1,5,3.28,4.15,3.25,2|3|5|1,1.699,19.461,20.138,9,1,5|6|1|4|2|3,,,2,2|1,2,49.026,55.971,56.663,2,1,2,1|3|2|4,54.994,56.13,56.679,2,1,2,4|3|1|2,29.771,32.292,32.983,2,3,2,2|4|1|3,4,4,4,3|1|2,2,2003,1,5,1|4|5|2|3,1,3|4|1|2,4,2|1|3|4|6|5|7,5,"I don't have anything to add really. ",,1,0,,0,0,,choice_screen,,description,default_aw
2023-07-12 19:07:40,2023-07-12 19:15:56,0,72.189.198.196,100,496,1,2023-07-12 19:15:56,R_1rlkgw8RwBhVelA,,,,,28.4998,-81.3288,anonymous,EN,1,1,5e5c2320b22c133f86923d14,,,,,5,5|2|4|3|1,7,1.202,7.878,8.976,5,1,5|2|3|1,,,,,2,2|1,1,,,2.427,30.914,32.235,14,4,1|7|2|5|4|3|6,1,5|2|3|4|1,6.736,14.784,15.892,4,2,1,4|3|2|5|1,1.757,18.939,20.875,5,23,18|22|21|23|19|20|17,1,4|2|5|3|1,4.98,3.98,2.48,3.55,3|2|1|5,4.132,18.767,21.652,9,1,2|6|3|1|5|4,,,2,1|2,1,65.219,68.557,69.492,2,1,1,4|1|2|3,10.384,45.791,46.538,4,3,1,3|1|4|2,2,67.176,68.652,5,1,1,2|1|3|4,5,3,2,1|2|3,1,1990,2,4,2|1|4|3|5,1,4|3|1|2,1,7|3|2|1|5|6|4,5,Great study.,,1,0,,0,0,,choice_screen,,description,default_wc
2023-07-12 19:00:53,2023-07-12 19:16:10,0,76.88.92.183,100,917,1,2023-07-12 19:16:11,R_2YJK3ucG4cQ7xL3,,,,,33.1458,-117.3318,anonymous,EN,1,1,62b5ea86c27a56a257dffc82,,,,,5,5|3|4|2|1,7,,,,,,,11.377,11.377,21.823,1,2,2|1,2,2,4|1|3|2,21.12,23.806,33.846,2,4,1|3|2|7|5|6|4,2,4|3|2|5|1,38.76,63.288,73.397,2,2,2,4|1|2|5|3,202.118,204.294,211.413,2,23,20|18|17|22|19|21|23,2,4|2|3|5|1,4.75,5,4.00,4.25,1|2|5|3,7.435,52.034,53.488,9,"1,3,6",1|6|2|5|3|4,,,2,2|1,1,42.057,49.769,58.992,2,1,1,1|4|3|2,34.266,38.836,46.547,2,3,1,4|3|1|2,30.532,40.924,46.418,2,1,1,2|4|3|1,5,5,4,3|1|2,1,1970,4,3,4|5|1|3|2,1,1|2|3|4,1,5|6|4|2|1|3|7,5,"It just so happened that I was assigned to the two resources I use most for the given questions, so I didn't feel a need to explore other options.",,1,0,,0,0,,default,bing_default|Q42,description,default_wc
2023-07-12 18:59:52,2023-07-12 19:17:28,0,71.75.244.42,100,1055,1,2023-07-12 19:17:28,R_3kFeNrCNCAq2nms,,,,,35.0221,-80.5318,anonymous,EN,0.8999999761581421,1,5d1b0776e1c05200018b582d,,,,,5,1|5|2|3|4,7,,,,,,,5.552,5.552,13.248,1,2,1|2,2,3,4|1|3|2,6.207,56.83,60.408,4,4,5|6|2|4|1|7|3,3,5|4|1|2|3,5.16,97.306,155.134,6,2,3,4|5|3|2|1,4.824,30.929,135.1,5,23,21|20|19|23|18|22|17,3,3|1|2|4|5,5,2.6,2.53,4.3,5|1|3|2,9.51,23.98,25.754,9,"1,5",4|5|1|2|6|3,2,2|1|3,1,1|2,,8.547,105.722,109.591,3,1,2,3|4|2|1,59.765,63.89,65.112,2,1,2,2|1|4|3,44.228,47.09,48.616,2,1,2,4|3|2|1,5,5,4,1|2|3,2,1987,4,5,2|5|3|4|1,2,2|3|1|4,7,7|1|2|5|3|4|6,5,no comments,,1,0,,0,0,,default,yahoo_default|Q42,description,choice screen
2023-07-12 19:00:03,2023-07-12 19:18:36,0,96.89.60.241,100,1112,1,2023-07-12 19:18:37,R_3isWx9ii7jRrGZr,,,,,40.4488,-79.9951,anonymous,EN,1,1,64467092479723cb7906e371,,,,,5,4|5|1|3|2,7,52.639,52.639,55.035,1,1,3|2|5|1,,,,,2,1|2,1,,,66.109,69.587,71.859,2,4,4|6|5|3|1|2|7,1,5|2|1|3|4,28.828,53.948,56.49,4,2,1,5|1|4|3|2,3.936,29.487,31.391,5,23,22|19|18|23|17|20|21,1,1|2|5|3|4,4.82,2.55,1.68,2.85,1|3|5|2,6.817,21.295,23.826,6,"1,3",5|6|1|4|2|3,,,2,2|1,1,9.391,99.164,102.914,4,1,4,3|4|1|2,21.293,65.947,67.078,4,1,4,2|3|1|4,5.893,47.072,48.706,5,1,4,4|2|3|1,3,3,2,3|1|2,4,1956,5,5,2|5|1|4|3,2,2|4|3|1,2,3|1|2|7|6|5|4,5,no,,1,0,,0,0,,choice_screen,,description,default_wc
2023-07-12 19:06:02,2023-07-12 19:18:42,0,173.189.88.4,100,760,1,2023-07-12 19:18:43,R_22lgXIlV0OpQ9q3,,,,,41.6323,-80.1472,anonymous,EN,0.8999999761581421,1,63d13b77942cfa041b4e7e78,,,,,5,5|4|1|2|3,7,,,,,,,8.097,8.097,26.877,1,2,2|1,2,4,3|2|4|1,53.104,57.783,60.659,2,4,4|3|5|7|2|6|1,4,3|4|1|5|2,2.085,7.059,12.448,3,2,4,4|1|2|3|5,72.31,74.692,76.275,2,17,18|20|19|17|23|22|21,4,1|2|5|4|3,3.32,1.88,3.15,1.88,2|3|1|5,6.433,33.445,35.359,15,"1,2",3|5|6|4|1|2,,,2,1|2,1,73.379,78.265,79.923,2,1,1,4|2|1|3,8.252,51.105,52.568,4,3,1,4|2|3|1,4.745,51.923,53.355,4,1,1,1|4|2|3,2,2,2,2|3|1,"1,2",1979,2,2,3|5|1|4|2,1,4|1|2|3,1,2|4|5|1|6|7|3,5,,,1,0.03125,QID38,0,0,,default,duckduckgo_default|Q42,description,default_wc
2023-07-12 19:17:13,2023-07-12 19:19:15,0,24.126.8.35,100,121,1,2023-07-12 19:19:15,R_2xxumYHPjbPSpP9,,,,,38.894,-77.0365,anonymous,EN,1,1,6150f21426c34de04e4d11b5,,,,,5,1|2|5|3|4,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,0,0,,,,,
